                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.47139,                0.30063,                0.90139,                0.87675,                0.91346,                0.96566,                0.79715,                0.77341,                0.52791,                 1.0967,             0.00025573,             0.00025573,             0.00025573
                     72,                0.49312,                0.30553,                0.91249,                 0.9198,                0.90268,                0.96863,                0.80205,                0.74853,                0.47677,                 1.0897,             0.00024748,             0.00024748,             0.00024748
                     73,                0.48686,                0.31192,                0.90805,                0.92094,                0.91444,                0.97206,                0.80238,                0.76617,                0.46879,                 1.0944,             0.00023924,             0.00023924,             0.00023924
                     74,                0.46775,                0.29155,                0.89534,                0.89285,                0.90576,                0.95366,                0.78285,                0.78685,                0.54092,                 1.1088,             0.00023099,             0.00023099,             0.00023099
                     75,                0.47529,                0.30078,                0.90811,                0.88461,                0.90336,                0.94309,                0.76742,                0.80686,                0.56798,                 1.1324,             0.00022274,             0.00022274,             0.00022274
                     76,                0.47104,                 0.2965,                0.90914,                0.91221,                0.89523,                0.95858,                0.77984,                0.80038,                0.49732,                  1.133,              0.0002145,              0.0002145,              0.0002145
                     77,                0.45636,                0.29603,                0.89154,                0.91681,                0.90325,                0.95585,                0.78849,                0.77238,                0.50882,                 1.1197,             0.00020625,             0.00020625,             0.00020625
                     78,                0.46409,                0.29586,                0.90847,                0.86645,                0.86023,                0.93362,                 0.7711,                0.77381,                0.66048,                 1.1187,               0.000198,               0.000198,               0.000198
                     79,                0.45338,                0.28216,                0.89856,                0.85314,                0.92011,                0.95711,                0.78465,                0.76182,                0.53021,                 1.1099,             0.00018976,             0.00018976,             0.00018976
                     80,                0.44425,                 0.2792,                0.89111,                0.88103,                0.87745,                0.94801,                0.77748,                0.75025,                0.52943,                 1.0995,             0.00018151,             0.00018151,             0.00018151
                     81,                0.45114,                0.29474,                0.89814,                0.87657,                0.84586,                0.93187,                0.76439,                0.75092,                0.65173,                 1.0956,             0.00017326,             0.00017326,             0.00017326
                     82,                0.45981,                0.28907,                0.90125,                0.83015,                0.91967,                 0.9434,                0.78041,                0.75324,                0.62122,                 1.0885,             0.00016502,             0.00016502,             0.00016502
                     83,                0.44821,                 0.2786,                0.89345,                0.87025,                0.91584,                0.95575,                0.78436,                0.76322,                0.54921,                 1.1058,             0.00015677,             0.00015677,             0.00015677
                     84,                0.45886,                 0.2885,                0.90451,                0.87996,                 0.9205,                0.95841,                0.78299,                0.78342,                0.53592,                 1.1255,             0.00014852,             0.00014852,             0.00014852
                     85,                0.42741,                0.27453,                0.88685,                0.88693,                 0.8876,                0.94706,                0.78051,                0.74602,                0.60228,                 1.0933,             0.00014028,             0.00014028,             0.00014028
                     86,                0.45141,                0.28093,                0.90443,                0.87969,                0.89484,                0.94126,                0.77235,                0.76727,                0.62912,                 1.1141,             0.00013203,             0.00013203,             0.00013203
                     87,                0.44244,                0.27865,                0.89071,                0.89327,                0.89943,                0.94512,                0.77529,                0.76909,                0.58741,                 1.1091,             0.00012378,             0.00012378,             0.00012378
                     88,                0.41564,                0.26515,                0.89277,                0.86159,                 0.9088,                0.94043,                 0.7697,                0.77999,                0.60036,                  1.121,             0.00011554,             0.00011554,             0.00011554
                     89,                0.43422,                0.27893,                0.89271,                0.87735,                0.89278,                0.93724,                0.76976,                0.77232,                0.65157,                 1.1123,             0.00010729,             0.00010729,             0.00010729
                     90,                0.43746,                0.26629,                0.88269,                0.86469,                0.89011,                0.92328,                0.75763,                0.76112,                0.70614,                 1.1052,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                0.38395,                 0.2466,                0.86638,                0.86045,                0.90828,                0.93464,                0.77083,                0.75144,                0.66955,                 1.0993,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                 0.3768,                0.22922,                0.85462,                0.86355,                0.90918,                0.93781,                0.77054,                0.75971,                0.66766,                 1.1105,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                0.36726,                0.22577,                0.85049,                0.86233,                0.91652,                0.93583,                0.77155,                0.75851,                0.68948,                 1.1064,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                0.37344,                0.22982,                0.84617,                0.86622,                0.91424,                0.93893,                0.77073,                0.77026,                0.66421,                 1.1211,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                0.35893,                0.22163,                0.84601,                0.87452,                0.91685,                0.93892,                0.77157,                0.76319,                0.65149,                 1.1177,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                0.34613,                0.21348,                0.83488,                0.89108,                 0.9026,                0.95134,                 0.7801,                0.77089,                0.60001,                 1.1246,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                0.35561,                0.22099,                0.85669,                 0.9075,                0.89006,                0.95382,                0.78522,                0.77419,                0.56495,                 1.1312,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                   0.34,                0.21262,                0.83523,                0.90492,                0.89934,                0.95454,                0.78601,                 0.7727,                  0.561,                 1.1302,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                0.35352,                0.21471,                0.85009,                0.88559,                0.90586,                0.95179,                0.78629,                0.77196,                0.57303,                 1.1272,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                0.33493,                0.21276,                0.83632,                 0.8876,                0.90565,                0.94806,                0.78559,                0.77259,                0.58263,                 1.1283,             1.6577e-05,             1.6577e-05,             1.6577e-05
